"area","date","dwellings"
"Nelson",2016-09-30,20874.2974292768
"Nelson",2016-10-31,20886.2866533477
"Nelson",2016-11-30,20903.0129340327
"Nelson",2016-12-31,20915.0073028946
"Nelson",2017-01-31,20934.5814196539
"Nelson",2017-02-28,20949.4231672753
"Nelson",2017-03-31,20965.2152987656
"Nelson",2017-04-30,20978.1680545047
"Nelson",2017-05-31,20996.8091653561
"Nelson",2017-06-30,21016.4019176918
"Nelson",2017-07-31,21028.4158367599
"Nelson",2017-08-31,21053.7038039294
"Nelson",2017-09-30,21071.4124805165
"Nelson",2017-10-31,21100.5033551054
"Nelson",2017-11-30,21130.5489580532
"Nelson",2017-12-31,21153.962110098
"Nelson",2018-01-31,21165.9976372885
"Nelson",2018-02-28,21188.4708093753
"Nelson",2018-03-31,21210
"Nelson",2018-04-30,21231.8220151432
"Nelson",2018-05-31,21258.387946622
"Nelson",2018-06-30,21269.7733458271
"Nelson",2018-07-31,21296.3392773059
"Nelson",2018-08-31,21315.3149426478
"Nelson",2018-09-30,21328.5979083872
"Nelson",2018-10-31,21347.5735737291
"Nelson",2018-11-30,21367.4980223382
"Nelson",2018-12-31,21379.8322048104
"Nelson",2019-01-31,21393.1151705498
"Nelson",2019-02-28,21428.2201514324
"Nelson",2019-03-31,21439.6055506376
"Nelson",2019-04-30,21447.1958167743
"Nelson",2019-05-31,21463.325132315
"Nelson",2019-06-30,21510.7642956699
"Nelson",2019-07-31,21521.2009116079
"Nelson",2019-08-31,21537.3302271486
"Nelson",2019-09-30,21592.3596566402
"Nelson",2019-10-31,21635.0549036596
"Nelson",2019-11-30,21662.5696184054
"Nelson",2019-12-31,21667.3135347409
"Nelson",2020-01-31,21673.0062343435
"Nelson",2020-02-29,21679.6477172132
"Nelson",2020-03-31,21783.0650933268
"Nelson",2020-04-30,21795.3992757991
"Nelson",2020-05-31,21820.0676407436
"Nelson",2020-06-30,21840.9408726197
"Nelson",2020-07-31,21876.9946367694
"Nelson",2020-08-31,21893.1239523101
"Nelson",2020-09-30,21908.3044845837
"Nelson",2020-10-31,21938.6655491308
"Nelson",2020-11-30,21947.2045985346
"Nelson",2020-12-31,21963.3339140753
"Nelson",2021-01-31,22016.4657770328
"Nelson",2021-02-28,22039.2365754431
"Nelson",2021-03-31,22055.3658909837
"Nelson",2021-04-30,22068.6488567231
"Nelson",2021-05-31,22075.2903395928
"Nelson",2021-06-30,22091.4196551334
"Nelson",2021-07-31,22110.3953204754
"Nelson",2021-08-31,22126.524636016
"Nelson",2021-09-30,22146.4490846251
"Nelson",2021-10-31,22161.6296168986
"Nelson",2021-11-30,22181.5540655077
"Nelson",2021-12-31,22203.3760806509
"Nelson",2022-01-31,22214.7614798561
"Nelson",2022-02-28,22226.1468790613
"Nelson",2022-03-31,22247.0201109374
"Nelson",2022-04-30,22279.2787420187
"Nelson",2022-05-31,22301.100757162
"Nelson",2022-06-30,22338.1033045788
"Nelson",2022-07-31,22362.7716695233
"Nelson",2022-08-31,22372.2595021943
"Nelson",2022-09-30,22378.9009850639
"Nelson",2022-10-31,22410.2108328782
"Nelson",2022-11-30,22421.5962320833
"Nelson",2022-12-31,22436.7767643569
"Nelson",2023-01-31,22465.2402623698
"Northland",2001-12-31,62058
"Northland",2002-01-31,62125.45
"Northland",2002-02-28,62191.95
"Northland",2002-03-31,62254.65
"Northland",2002-04-30,62339.2
"Northland",2002-05-31,62419.95
"Northland",2002-06-30,62495.95
"Northland",2002-07-31,62553.9
"Northland",2002-08-31,62621.35
"Northland",2002-09-30,62688.8
"Northland",2002-10-31,62755.3
"Northland",2002-11-30,62827.5
"Northland",2002-12-31,62907.3
"Northland",2003-01-31,62960.5
"Northland",2003-02-28,63024.15
"Northland",2003-03-31,63092.55
"Northland",2003-04-30,63178.05
"Northland",2003-05-31,63249.3
"Northland",2003-06-30,63337.65
"Northland",2003-07-31,63391.8
"Northland",2003-08-31,63481.1
"Northland",2003-09-30,63563.75
"Northland",2003-10-31,63636.9
"Northland",2003-11-30,63718.6
"Northland",2003-12-31,63796.5
"Northland",2004-01-31,63888.65
"Northland",2004-02-29,63953.25
"Northland",2004-03-31,64036.85
"Northland",2004-04-30,64129.95
"Northland",2004-05-31,64205
"Northland",2004-06-30,64298.1
"Northland",2004-07-31,64419.7
"Northland",2004-08-31,64526.1
"Northland",2004-09-30,64631.55
"Northland",2004-10-31,64735.1
"Northland",2004-11-30,64854.8
"Northland",2004-12-31,64962.15
"Northland",2005-01-31,65091.35
"Northland",2005-02-28,65182.55
"Northland",2005-03-31,65263.3
"Northland",2005-04-30,65390.6
"Northland",2005-05-31,65518.85
"Northland",2005-06-30,65630.95
"Northland",2005-07-31,65757.3
"Northland",2005-08-31,65866.55
"Northland",2005-09-30,65972.95
"Northland",2005-10-31,66086
"Northland",2005-11-30,66216.15
"Northland",2005-12-31,66341.55
"Northland",2006-01-31,66460.3
"Northland",2006-02-28,66537.25
"Northland",2006-03-31,66618
"Northland",2006-04-30,66799.5821211254
"Northland",2006-05-31,66889.0171047523
"Northland",2006-06-30,67007.9063821313
"Northland",2006-07-31,67131.5497839748
"Northland",2006-08-31,67243.7962329972
"Northland",2006-09-30,67370.2976683125
"Northland",2006-10-31,67462.5992883053
"Northland",2006-11-30,67570.1058330317
"Northland",2006-12-31,67724.1726119704
"Northland",2007-01-31,67813.6338813632
"Northland",2007-02-28,67916.4003832856
"Northland",2007-03-31,68030.5723947537
"Northland",2007-04-30,68101.9890659637
"Northland",2007-05-31,68200.964263119
"Northland",2007-06-30,68302.7933231122
"Northland",2007-07-31,68408.4266306882
"Northland",2007-08-31,68520.715155404
"Northland",2007-09-30,68657.7144837542
"Northland",2007-10-31,68755.7562249366
"Northland",2007-11-30,68907.9686500004
"Northland",2007-12-31,69025.9743343351
"Northland",2008-01-31,69124.0266944744
"Northland",2008-02-29,69217.3304243054
"Northland",2008-03-31,69318.2400945963
"Northland",2008-04-30,69424.8553052127
"Northland",2008-05-31,69518.1683304784
"Northland",2008-06-30,69620.988496608
"Northland",2008-07-31,69713.3572160971
"Northland",2008-08-31,69855.1520982337
"Northland",2008-09-30,69961.7844530791
"Northland",2008-10-31,70058.9154536228
"Northland",2008-11-30,70175.0594123719
"Northland",2008-12-31,70263.6423674192
"Northland",2009-01-31,70334.1682123823
"Northland",2009-02-28,70423.7070771101
"Northland",2009-03-31,70500.8916019162
"Northland",2009-04-30,70590.4359915796
"Northland",2009-05-31,70695.1926007383
"Northland",2009-06-30,70777.1381600258
"Northland",2009-07-31,70850.5307952528
"Northland",2009-08-31,70917.2713528577
"Northland",2009-09-30,71065.7696221854
"Northland",2009-10-31,71130.6144273731
"Northland",2009-11-30,71182.1518146807
"Northland",2009-12-31,71224.1839078997
"Northland",2010-01-31,71263.3652008494
"Northland",2010-02-28,71331.0694245902
"Northland",2010-03-31,71373.1058577307
"Northland",2010-04-30,71485.4994177818
"Northland",2010-05-31,71533.2442537491
"Northland",2010-06-30,71579.0890281572
"Northland",2010-07-31,71631.5908510904
"Northland",2010-08-31,71684.0943361213
"Northland",2010-09-30,71745.156962689
"Northland",2010-10-31,71819.5333785109
"Northland",2010-11-30,71900.5681971597
"Northland",2010-12-31,71979.7038468573
"Northland",2011-01-31,72049.3330944012
"Northland",2011-02-28,72140.8354420239
"Northland",2011-03-31,72184.794544329
"Northland",2011-04-30,72248.72474604
"Northland",2011-05-31,72298.3926666964
"Northland",2011-06-30,72381.3460916046
"Northland",2011-07-31,72445.2824646225
"Northland",2011-08-31,72492.1028630355
"Northland",2011-09-30,72561.7491163003
"Northland",2011-10-31,72597.1604655152
"Northland",2011-11-30,72663.0064109841
"Northland",2011-12-31,72707.9310877595
"Northland",2012-01-31,72742.3953302554
"Northland",2012-02-29,72783.5182987638
"Northland",2012-03-31,72835.1047487307
"Northland",2012-04-30,72868.621484373
"Northland",2012-05-31,72919.2597657252
"Northland",2012-06-30,72960.3881052713
"Northland",2012-07-31,73006.2735856811
"Northland",2012-08-31,73053.1116977456
"Northland",2012-09-30,73127.5360989413
"Northland",2012-10-31,73168.6703173881
"Northland",2012-11-30,73216.4644468615
"Northland",2012-12-31,73258.5526050953
"Northland",2013-01-31,73299.6908248883
"Northland",2013-02-28,73376.0275994774
"Northland",2013-03-31,73440
"Northland",2013-04-30,73505.0171014759
"Northland",2013-05-31,73572.9191560325
"Northland",2013-06-30,73645.6147250885
"Northland",2013-07-31,73735.4973067995
"Northland",2013-08-31,73816.8497270757
"Northland",2013-09-30,73893.475961701
"Northland",2013-10-31,73975.864931368
"Northland",2013-11-30,74056.3879679407
"Northland",2013-12-31,74142.6817074661
"Northland",2014-01-31,74226.1558307813
"Northland",2014-02-28,74300.1170266705
"Northland",2014-03-31,74382.7187395624
"Northland",2014-04-30,74463.4505354044
"Northland",2014-05-31,74545.1806346642
"Northland",2014-06-30,74613.5512023903
"Northland",2014-07-31,74711.6405241835
"Northland",2014-08-31,74790.6243120146
"Northland",2014-09-30,74881.1495057513
"Northland",2014-10-31,74972.6829627945
"Northland",2014-11-30,75059.4703144091
"Northland",2014-12-31,75144.3845618093
"Northland",2015-01-31,75235.1037741799
"Northland",2015-02-28,75332.595578481
"Northland",2015-03-31,75419.572964774
"Northland",2015-04-30,75484.487754429
"Northland",2015-05-31,75562.8935461499
"Northland",2015-06-30,75643.2624794799
"Northland",2015-07-31,75732.3340795187
"Northland",2015-08-31,75832.0447953734
"Northland",2015-09-30,75906.7677235585
"Northland",2015-10-31,76020.0722275315
"Northland",2015-11-30,76113.199589343
"Northland",2015-12-31,76201.5557468061
"Northland",2016-01-31,76273.5566656912
"Northland",2016-02-29,76363.9305449541
"Northland",2016-03-31,76461.1124733516
"Northland",2016-04-30,76537.0958492277
"Northland",2016-05-31,76627.6123540983
"Northland",2016-06-30,76713.3433123806
"Northland",2016-07-31,76826.2012907757
"Northland",2016-08-31,76942.0290805043
"Northland",2016-09-30,77064.7023685494
"Northland",2016-10-31,77176.7978936937
"Northland",2016-11-30,77295.7413075278
"Northland",2016-12-31,77404.0950065945
"Northland",2017-01-31,77503.7850817165
"Northland",2017-02-28,77613.2311055513
"Northland",2017-03-31,77736.3266928817
"Northland",2017-04-30,77868.2345056978
"Northland",2017-05-31,78010.9077257198
"Northland",2017-06-30,78129.381507034
"Northland",2017-07-31,78253.7582586242
"Northland",2017-08-31,78415.1621982299
"Northland",2017-09-30,78540.6782852634
"Northland",2017-10-31,78682.8153407082
"Northland",2017-11-30,78844.5144914181
"Northland",2017-12-31,78965.4115612041
"Northland",2018-01-31,79064.9443459191
"Northland",2018-02-28,79224.9695901908
"Northland",2018-03-31,79389
"Northland",2018-04-30,79473.8420933877
"Northland",2018-05-31,79582.0889021927
"Northland",2018-06-30,79674.7325673862
"Northland",2018-07-31,79762.5002502011
"Northland",2018-08-31,79882.4494167147
"Northland",2018-09-30,79998.4977973255
"Northland",2018-10-31,80080.414301286
"Northland",2018-11-30,80191.5866995182
"Northland",2018-12-31,80272.528007003
"Northland",2019-01-31,80351.5189215364
"Northland",2019-02-28,80463.6665162443
"Northland",2019-03-31,80568.9877356222
"Northland",2019-04-30,80663.5817937671
"Northland",2019-05-31,80773.7789955235
"Northland",2019-06-30,80854.7203030083
"Northland",2019-07-31,80933.7112175417
"Northland",2019-08-31,81023.4292933081
"Northland",2019-09-30,81098.5194219385
"Northland",2019-10-31,81195.0638730349
"Northland",2019-11-30,81320.8642184029
"Northland",2019-12-31,81399.8551329363
"Northland",2020-01-31,81482.7468333725
"Northland",2020-02-29,81573.4401056146
"Northland",2020-03-31,81660.2325919537
"Northland",2020-04-30,81740.1987029628
"Northland",2020-05-31,81869.8998342337
"Northland",2020-06-30,81961.5683029515
"Northland",2020-07-31,82085.418255368
"Northland",2020-08-31,82194.6402606487
"Northland",2020-09-30,82259.0032280463
"Northland",2020-10-31,82346.7709108612
"Northland",2020-11-30,82440.3897725304
"Northland",2020-12-31,82491.0999892679
"Northland",2021-01-31,82530.1078482967
"Northland",2021-02-28,82619.825924063
"Northland",2021-03-31,82686.139284412
"Northland",2021-04-30,82739.7750905767
"Northland",2021-05-31,82827.5427733915
"Northland",2021-06-30,82878.252990129
"Northland",2021-07-31,82973.8222447497
"Northland",2021-08-31,83063.540320516
"Northland",2021-09-30,83156.1839857094
"Northland",2021-10-31,83229.3237213885
"Northland",2021-11-30,83334.6449407663
"Northland",2021-12-31,83461.42048261
"Northland",2022-01-31,83556.014540755
"Northland",2022-02-28,83638.9062411912
"Northland",2022-03-31,83797.8632667337
"Northland",2022-04-30,83921.7132191503
"Northland",2022-05-31,84040.6871891882
"Northland",2022-06-30,84181.115481692
"Northland",2022-07-31,84327.3949530501
"Northland",2022-08-31,84432.716172428
"Northland",2022-09-30,84541.9381777087
"Northland",2022-10-31,84667.7385230767
"Northland",2022-11-30,84807.1916191047
"Northland",2022-12-31,84904.7112666768
"Northland",2023-01-31,84985.6525741617
"Otago",2001-12-31,82124.35
"Otago",2002-01-31,82170.9
"Otago",2002-02-28,82218.4
"Otago",2002-03-31,82267.8
"Otago",2002-04-30,82332.4
"Otago",2002-05-31,82382.75
"Otago",2002-06-30,82510.05
"Otago",2002-07-31,82584.15
"Otago",2002-08-31,82669.65
"Otago",2002-09-30,82752.3
"Otago",2002-10-31,82844.45
"Otago",2002-11-30,82943.25
"Otago",2002-12-31,83032.55
"Otago",2003-01-31,83094.3
"Otago",2003-02-28,83159.85
"Otago",2003-03-31,83229.2
"Otago",2003-04-30,83333.7
"Otago",2003-05-31,83423.95
"Otago",2003-06-30,83546.5
"Otago",2003-07-31,83649.1
"Otago",2003-08-31,83735.55
"Otago",2003-09-30,83810.6
"Otago",2003-10-31,83930.3
"Otago",2003-11-30,84007.25
"Otago",2003-12-31,84124.1
"Otago",2004-01-31,84238.1
"Otago",2004-02-29,84325.5
"Otago",2004-03-31,84419.55
"Otago",2004-04-30,84518.35
"Otago",2004-05-31,84603.85
"Otago",2004-06-30,84736.85
"Otago",2004-07-31,84844.2
"Otago",2004-08-31,84961.05
"Otago",2004-09-30,85075.05
"Otago",2004-10-31,85182.4
"Otago",2004-11-30,85341.05
"Otago",2004-12-31,85530.1
"Otago",2005-01-31,85629.85
"Otago",2005-02-28,85814.15
"Otago",2005-03-31,85923.4
"Otago",2005-04-30,86066.85
"Otago",2005-05-31,86171.35
"Otago",2005-06-30,86315.75
"Otago",2005-07-31,86437.35
"Otago",2005-08-31,86532.35
"Otago",2005-09-30,86625.45
"Otago",2005-10-31,86721.4
"Otago",2005-11-30,86863.9
"Otago",2005-12-31,86977.9
"Otago",2006-01-31,87060.55
"Otago",2006-02-28,87155.55
"Otago",2006-03-31,87261
"Otago",2006-04-30,87437.9215353097
"Otago",2006-05-31,87547.3379956372
"Otago",2006-06-30,87627.2683512542
"Otago",2006-07-31,87698.6136220678
"Otago",2006-08-31,87820.2160813373
"Otago",2006-09-30,87934.1679532158
"Otago",2006-10-31,88012.9655414845
"Otago",2006-11-30,88172.3324022192
"Otago",2006-12-31,88248.1841192227
"Otago",2007-01-31,88306.9317565979
"Otago",2007-02-28,88422.5113132868
"Otago",2007-03-31,88521.9245514624
"Otago",2007-04-30,88584.3402128618
"Otago",2007-05-31,88660.9279533605
"Otago",2007-06-30,88742.2091910071
"Otago",2007-07-31,88862.2633727852
"Otago",2007-08-31,89015.3862150849
"Otago",2007-09-30,89115.4404214161
"Otago",2007-10-31,89221.1199705493
"Otago",2007-11-30,89357.0151204829
"Otago",2007-12-31,89425.6975008027
"Otago",2008-01-31,89547.2906354754
"Otago",2008-02-29,89628.1747213062
"Otago",2008-03-31,89708.0704586308
"Otago",2008-04-30,89775.6396538183
"Otago",2008-05-31,89893.2402300348
"Otago",2008-06-30,89991.8918016052
"Otago",2008-07-31,90105.6009941476
"Otago",2008-08-31,90221.1408330087
"Otago",2008-09-30,90324.3518859371
"Otago",2008-10-31,90393.5375469571
"Otago",2008-11-30,90502.3107084486
"Otago",2008-12-31,90575.1841796901
"Otago",2009-01-31,90661.2205754204
"Otago",2009-02-28,90715.154017198
"Otago",2009-03-31,90810.5325313128
"Otago",2009-04-30,90915.2858008384
"Otago",2009-05-31,90987.9487632592
"Otago",2009-06-30,91036.0785824778
"Otago",2009-07-31,91082.2953468857
"Otago",2009-08-31,91152.0244729447
"Otago",2009-09-30,91211.3590819487
"Otago",2009-10-31,91264.070820481
"Otago",2009-11-30,91323.3383195993
"Otago",2009-12-31,91400.4471457296
"Otago",2010-01-31,91443.6517449124
"Otago",2010-02-28,91480.2461204711
"Otago",2010-03-31,91537.5006138853
"Otago",2010-04-30,91564.6414972067
"Otago",2010-05-31,91602.0997926081
"Otago",2010-06-30,91633.89562059
"Otago",2010-07-31,91700.4265503728
"Otago",2010-08-31,91741.5618449807
"Otago",2010-09-30,91783.6096070082
"Otago",2010-10-31,91882.89608584
"Otago",2010-11-30,91944.5876717629
"Otago",2010-12-31,92023.1344799872
"Otago",2011-01-31,92059.4208436086
"Otago",2011-02-28,92115.3799964865
"Otago",2011-03-31,92189.1235655614
"Otago",2011-04-30,92255.3258812839
"Otago",2011-05-31,92305.5556608379
"Otago",2011-06-30,92366.0634840587
"Otago",2011-07-31,92413.4189898243
"Otago",2011-08-31,92466.365569514
"Otago",2011-09-30,92514.59764197
"Otago",2011-10-31,92553.4366006877
"Otago",2011-11-30,92639.0563209346
"Otago",2011-12-31,92683.4492289588
"Otago",2012-01-31,92711.9067254321
"Otago",2012-02-29,92750.6336983527
"Otago",2012-03-31,92785.5937162626
"Otago",2012-04-30,92799.0221491621
"Otago",2012-05-31,92858.2462587872
"Otago",2012-06-30,92897.806962301
"Otago",2012-07-31,92942.0140432558
"Otago",2012-08-31,92989.9301484993
"Otago",2012-09-30,93027.5414885106
"Otago",2012-10-31,93062.3258784218
"Otago",2012-11-30,93112.0251023142
"Otago",2012-12-31,93156.0928639622
"Otago",2013-01-31,93186.1333733159
"Otago",2013-02-28,93222.6833394744
"Otago",2013-03-31,93276
"Otago",2013-04-30,93346.5452294305
"Otago",2013-05-31,93444.178155214
"Otago",2013-06-30,93581.0526087924
"Otago",2013-07-31,93664.7579443002
"Otago",2013-08-31,93771.8395537502
"Otago",2013-09-30,93850.9360401495
"Otago",2013-10-31,93972.1040819239
"Otago",2013-11-30,94109.2046692025
"Otago",2013-12-31,94204.2931877699
"Otago",2014-01-31,94284.4554354683
"Otago",2014-02-28,94368.3850061659
"Otago",2014-03-31,94444.859668308
"Otago",2014-04-30,94573.753261863
"Otago",2014-05-31,94691.4655473129
"Otago",2014-06-30,94794.2448116343
"Otago",2014-07-31,94883.0171701284
"Otago",2014-08-31,95007.405066981
"Otago",2014-09-30,95130.902709287
"Otago",2014-10-31,95255.383211265
"Otago",2014-11-30,95370.5392765443
"Otago",2014-12-31,95474.4899859183
"Otago",2015-01-31,95576.6028089914
"Otago",2015-02-28,95683.4405012618
"Otago",2015-03-31,95815.6406485432
"Otago",2015-04-30,95922.5608205494
"Otago",2015-05-31,96080.190292602
"Otago",2015-06-30,96215.3554726577
"Otago",2015-07-31,96360.8981939742
"Otago",2015-08-31,96468.9372855747
"Otago",2015-09-30,96606.1302029856
"Otago",2015-10-31,96755.5872763955
"Otago",2015-11-30,96864.698246718
"Otago",2015-12-31,96972.9086261587
"Otago",2016-01-31,97080.2177818807
"Otago",2016-02-29,97170.6408538668
"Otago",2016-03-31,97280.8443755817
"Otago",2016-04-30,97398.6129194635
"Otago",2016-05-31,97556.8824005148
"Otago",2016-06-30,97697.3322994323
"Otago",2016-07-31,97862.3092446743
"Otago",2016-08-31,97982.1576294784
"Otago",2016-09-30,98112.4088690174
"Otago",2016-10-31,98262.4892867223
"Otago",2016-11-30,98422.0485533168
"Otago",2016-12-31,98559.9951794133
"Otago",2017-01-31,98678.1997478831
"Otago",2017-02-28,98862.4419496122
"Otago",2017-03-31,99003.3791329025
"Otago",2017-04-30,99125.5054365623
"Otago",2017-05-31,99274.0920202659
"Otago",2017-06-30,99448.2129796574
"Otago",2017-07-31,99629.0087066691
"Otago",2017-08-31,99832.5324076977
"Otago",2017-09-30,100010.642182985
"Otago",2017-10-31,100185.043700046
"Otago",2017-11-30,100359.513141595
"Otago",2017-12-31,100534.050507632
"Otago",2018-01-31,100679.357685546
"Otago",2018-02-28,100872.930588295
"Otago",2018-03-31,101094
"Otago",2018-04-30,101234.882822411
"Otago",2018-05-31,101389.002956994
"Otago",2018-06-30,101561.08801524
"Otago",2018-07-31,101827.725303292
"Otago",2018-08-31,102018.7208075
"Otago",2018-09-30,102196.478999535
"Otago",2018-10-31,102372.346146973
"Otago",2018-11-30,102559.559561989
"Otago",2018-12-31,102719.352830361
"Otago",2019-01-31,102855.508041281
"Otago",2019-02-28,102996.390863691
"Otago",2019-03-31,103113.63562865
"Otago",2019-04-30,103268.701285532
"Otago",2019-05-31,103439.84082148
"Otago",2019-06-30,103582.614688487
"Otago",2019-07-31,103818.995263001
"Otago",2019-08-31,103977.843009075
"Otago",2019-09-30,104120.616876081
"Otago",2019-10-31,104304.993724203
"Otago",2019-11-30,104480.860871641
"Otago",2019-12-31,104611.342948773
"Otago",2020-01-31,104726.696669136
"Otago",2020-02-29,104883.653370614
"Otago",2020-03-31,105204.185429655
"Otago",2020-04-30,105333.721984489
"Otago",2020-05-31,105504.861520437
"Otago",2020-06-30,105642.907775954
"Otago",2020-07-31,105814.047311902
"Otago",2020-08-31,105961.548790399
"Otago",2020-09-30,106249.933091306
"Otago",2020-10-31,106438.09202862
"Otago",2020-11-30,106604.503953078
"Otago",2020-12-31,106772.806922132
"Otago",2021-01-31,106902.343476966
"Otago",2021-02-28,107088.611369683
"Otago",2021-03-31,107308.918065131
"Otago",2021-04-30,107445.073276051
"Otago",2021-05-31,107619.994901192
"Otago",2021-06-30,107768.441901987
"Otago",2021-07-31,107945.254571723
"Otago",2021-08-31,108069.117992769
"Otago",2021-09-30,108183.526190834
"Otago",2021-10-31,108355.61124908
"Otago",2021-11-30,108497.439593789
"Otago",2021-12-31,108643.995549988
"Otago",2022-01-31,108755.567181158
"Otago",2022-02-28,108905.905226549
"Otago",2022-03-31,109080.82685169
"Otago",2022-04-30,109289.787279561
"Otago",2022-05-31,109473.218605384
"Otago",2022-06-30,109669.88724338
"Otago",2022-07-31,109895.867072615
"Otago",2022-08-31,110049.041684901
"Otago",2022-09-30,110313.787928357
"Otago",2022-10-31,110489.655075795
"Otago",2022-11-30,110669.304312426
"Otago",2022-12-31,110857.46324974
"Otago",2023-01-31,110993.61846066
"Southland",2001-12-31,39312.45
"Southland",2002-01-31,39321
"Southland",2002-02-28,39331.45
"Southland",2002-03-31,39340
"Southland",2002-04-30,39352.35
"Southland",2002-05-31,39372.3
"Southland",2002-06-30,39394.15
"Southland",2002-07-31,39401.75
"Southland",2002-08-31,39416
"Southland",2002-09-30,39433.1
"Southland",2002-10-31,39445.45
"Southland",2002-11-30,39454.95
"Southland",2002-12-31,39462.55
"Southland",2003-01-31,39477.75
"Southland",2003-02-28,39492
"Southland",2003-03-31,39505.3
"Southland",2003-04-30,39529.05
"Southland",2003-05-31,39546.15
"Southland",2003-06-30,39570.85
"Southland",2003-07-31,39586.05
"Southland",2003-08-31,39606
"Southland",2003-09-30,39632.6
"Southland",2003-10-31,39655.4
"Southland",2003-11-30,39691.5
"Southland",2003-12-31,39719.05
"Southland",2004-01-31,39739.95
"Southland",2004-02-29,39751.35
"Southland",2004-03-31,39777.95
"Southland",2004-04-30,39799.8
"Southland",2004-05-31,39823.55
"Southland",2004-06-30,39852.05
"Southland",2004-07-31,39874.85
"Southland",2004-08-31,39902.4
"Southland",2004-09-30,39944.2
"Southland",2004-10-31,39967
"Southland",2004-11-30,39993.6
"Southland",2004-12-31,40017.35
"Southland",2005-01-31,40045.85
"Southland",2005-02-28,40067.7
"Southland",2005-03-31,40086.7
"Southland",2005-04-30,40121.85
"Southland",2005-05-31,40142.75
"Southland",2005-06-30,40172.2
"Southland",2005-07-31,40195.95
"Southland",2005-08-31,40231.1
"Southland",2005-09-30,40267.2
"Southland",2005-10-31,40288.1
"Southland",2005-11-30,40311.85
"Southland",2005-12-31,40338.45
"Southland",2006-01-31,40369.8
"Southland",2006-02-28,40388.8
"Southland",2006-03-31,40404
"Southland",2006-04-30,40449.5968298062
"Southland",2006-05-31,40512.2844129385
"Southland",2006-06-30,40526.5230011441
"Southland",2006-07-31,40539.8094451934
"Southland",2006-08-31,40565.4392557593
"Southland",2006-09-30,40587.2666541494
"Southland",2006-10-31,40609.0905682856
"Southland",2006-11-30,40638.5067098553
"Southland",2006-12-31,40662.2219133567
"Southland",2007-01-31,40684.9840346335
"Southland",2007-02-28,40721.9814818408
"Southland",2007-03-31,40747.5829493411
"Southland",2007-04-30,40763.6891071833
"Southland",2007-05-31,40786.4360183516
"Southland",2007-06-30,40814.8732808167
"Southland",2007-07-31,40834.7657696627
"Southland",2007-08-31,40860.3482077762
"Southland",2007-09-30,40890.6705951573
"Southland",2007-10-31,40920.0395652893
"Southland",2007-11-30,40951.3012988939
"Southland",2007-12-31,40980.6610223521
"Southland",2008-01-31,40995.7883010896
"Southland",2008-02-29,41026.0883758446
"Southland",2008-03-31,41057.3321521405
"Southland",2008-04-30,41087.622779207
"Southland",2008-05-31,41116.0122001856
"Southland",2008-06-30,41147.2417714463
"Southland",2008-07-31,41186.9996331249
"Southland",2008-08-31,41212.5306114882
"Southland",2008-09-30,41234.2656101445
"Southland",2008-10-31,41270.2159672762
"Southland",2008-11-30,41305.2129741637
"Southland",2008-12-31,41352.5258755658
"Southland",2009-01-31,41388.4590124425
"Southland",2009-02-28,41442.3920966716
"Southland",2009-03-31,41459.3612151706
"Southland",2009-04-30,41488.6452901157
"Southland",2009-05-31,41533.0840697598
"Southland",2009-06-30,41551.9367050575
"Southland",2009-07-31,41572.68089774
"Southland",2009-08-31,41592.4744873785
"Southland",2009-09-30,41616.0536039622
"Southland",2009-10-31,41650.0472749628
"Southland",2009-11-30,41672.6710981608
"Southland",2009-12-31,41704.7611508977
"Southland",2010-01-31,41723.589396418
"Southland",2010-02-28,41750.9362166481
"Southland",2010-03-31,41776.3851810345
"Southland",2010-04-30,41794.256391042
"Southland",2010-05-31,41815.9112518581
"Southland",2010-06-30,41841.3489594241
"Southland",2010-07-31,41858.2640049824
"Southland",2010-08-31,41878.9620313004
"Southland",2010-09-30,41903.4422343194
"Southland",2010-10-31,41926.0259215924
"Southland",2010-11-30,41941.0360087894
"Southland",2010-12-31,41968.3438991824
"Southland",2011-01-31,41992.8091601125
"Southland",2011-02-28,42010.6482077762
"Southland",2011-03-31,42031.322246346
"Southland",2011-04-30,42051.0470219696
"Southland",2011-05-31,42077.3895012395
"Southland",2011-06-30,42093.3242605906
"Southland",2011-07-31,42108.3106280589
"Southland",2011-08-31,42125.1857387069
"Southland",2011-09-30,42155.2961226378
"Southland",2011-10-31,42179.7287521898
"Southland",2011-11-30,42198.484833451
"Southland",2011-12-31,42210.6201958461
"Southland",2012-01-31,42221.8081044267
"Southland",2012-02-29,42241.5011867405
"Southland",2012-03-31,42254.5748232811
"Southland",2012-04-30,42266.701073012
"Southland",2012-05-31,42285.4404700573
"Southland",2012-06-30,42316.4614551169
"Southland",2012-07-31,42328.5794632473
"Southland",2012-08-31,42348.2540522133
"Southland",2012-09-30,42362.2567832304
"Southland",2012-10-31,42379.0912219143
"Southland",2012-11-30,42394.0335671744
"Southland",2012-12-31,42409.9179388534
"Southland",2013-01-31,42416.3545743413
"Southland",2013-02-28,42432.2342556785
"Southland",2013-03-31,42450
"Southland",2013-04-30,42466.6149092528
"Southland",2013-05-31,42490.7888433819
"Southland",2013-06-30,42512.1328465798
"Southland",2013-07-31,42528.7565355077
"Southland",2013-08-31,42595.4599943602
"Southland",2013-09-30,42622.4882688469
