"date","index","area","level","measure","freq","area_number"
2019-03-31,1.34747226087758,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2019-03-31,1.54583622088243,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2019-03-31,1.63344930795309,"Waimate District","Territorial Local Authority","flow","Monthly",66
2019-03-31,1.45010395109488,"Westland District","Territorial Local Authority","flow","Monthly",57
2019-04-30,1.67208357531457,"Carterton District","Territorial Local Authority","flow","Monthly",49
2019-04-30,1.4975642862823,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2019-04-30,1.54326275315222,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2019-04-30,1.85103879852666,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2019-04-30,1.58784477877482,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2019-04-30,1.33458271798844,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2019-04-30,1.58658476722221,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2019-04-30,1.63787276073683,"Waimate District","Territorial Local Authority","flow","Monthly",66
2019-04-30,1.43805860455813,"Westland District","Territorial Local Authority","flow","Monthly",57
2019-05-31,1.711242885714,"Carterton District","Territorial Local Authority","flow","Monthly",49
2019-05-31,1.48630949753825,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2019-05-31,1.58920457456061,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2019-05-31,1.88848451802328,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2019-05-31,1.59216300255321,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2019-05-31,1.3216931750993,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2019-05-31,1.627333313562,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2019-05-31,1.64229621352057,"Waimate District","Territorial Local Authority","flow","Monthly",66
2019-05-31,1.42601325802138,"Westland District","Territorial Local Authority","flow","Monthly",57
2019-06-30,1.75040219611342,"Carterton District","Territorial Local Authority","flow","Monthly",49
2019-06-30,1.4750547087942,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2019-06-30,1.63514639596901,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2019-06-30,1.92593023751989,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2019-06-30,1.5964812263316,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2019-06-30,1.30880363221016,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2019-06-30,1.66808185990178,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2019-06-30,1.6467196663043,"Waimate District","Territorial Local Authority","flow","Monthly",66
2019-06-30,1.41396791148463,"Westland District","Territorial Local Authority","flow","Monthly",57
2019-07-31,1.74700157042388,"Carterton District","Territorial Local Authority","flow","Monthly",49
2019-07-31,1.48386052977533,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2019-07-31,1.63100738381083,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2019-07-31,1.89322790465304,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2019-07-31,1.60378342070337,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2019-07-31,1.31856544571733,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2019-07-31,1.64564236842358,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2019-07-31,1.66521618081581,"Waimate District","Territorial Local Authority","flow","Monthly",66
2019-07-31,1.42993894961668,"Westland District","Territorial Local Authority","flow","Monthly",57
2019-08-31,1.74360094473434,"Carterton District","Territorial Local Authority","flow","Monthly",49
2019-08-31,1.49266635075645,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2019-08-31,1.62686837165264,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2019-08-31,1.86052557178619,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2019-08-31,1.61108561507515,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2019-08-31,1.32832725922449,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2019-08-31,1.62320287694538,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2019-08-31,1.68371269532731,"Waimate District","Territorial Local Authority","flow","Monthly",66
2019-08-31,1.44590998774872,"Westland District","Territorial Local Authority","flow","Monthly",57
2019-09-30,1.7402003190448,"Carterton District","Territorial Local Authority","flow","Monthly",49
2019-09-30,1.50147217173758,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2019-09-30,1.62272935949446,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2019-09-30,1.82782323891934,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2019-09-30,1.61838780944692,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2019-09-30,1.33808907273165,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2019-09-30,1.60076338546717,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2019-09-30,1.70220920983881,"Waimate District","Territorial Local Authority","flow","Monthly",66
2019-09-30,1.46188102588076,"Westland District","Territorial Local Authority","flow","Monthly",57
2019-10-31,1.76048934595719,"Carterton District","Territorial Local Authority","flow","Monthly",49
2019-10-31,1.51060341941229,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2019-10-31,1.53827896363315,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2019-10-31,1.82502403004436,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2019-10-31,1.64499986534433,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2019-10-31,1.34385210696462,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2019-10-31,1.64363722285005,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2019-10-31,1.74596446068269,"Waimate District","Territorial Local Authority","flow","Monthly",66
2019-10-31,1.47272411335795,"Westland District","Territorial Local Authority","flow","Monthly",57
2019-11-30,1.78077837286959,"Carterton District","Territorial Local Authority","flow","Monthly",49
2019-11-30,1.519734667087,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2019-11-30,1.45382856777183,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2019-11-30,1.82222482116938,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2019-11-30,1.67161192124173,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2019-11-30,1.34961514119758,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2019-11-30,1.68651106023293,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2019-11-30,1.78971971152656,"Waimate District","Territorial Local Authority","flow","Monthly",66
2019-11-30,1.48356720083514,"Westland District","Territorial Local Authority","flow","Monthly",57
2019-12-31,1.80106739978199,"Carterton District","Territorial Local Authority","flow","Monthly",49
2019-12-31,1.52886591476171,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2019-12-31,1.36937817191052,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2019-12-31,1.8194256122944,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2019-12-31,1.69822397713913,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2019-12-31,1.35537817543055,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2019-12-31,1.7293848976158,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2019-12-31,1.83347496237043,"Waimate District","Territorial Local Authority","flow","Monthly",66
2019-12-31,1.49441028831233,"Westland District","Territorial Local Authority","flow","Monthly",57
2020-01-31,1.85006542400447,"Carterton District","Territorial Local Authority","flow","Monthly",49
2020-01-31,1.51925706685557,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2020-01-31,1.45499135885541,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2020-01-31,1.81614987876349,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2020-01-31,1.71067172250546,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2020-01-31,1.35586647878086,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2020-01-31,1.72448697427499,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2020-01-31,1.80454075589838,"Waimate District","Territorial Local Authority","flow","Monthly",66
2020-01-31,1.50529563870791,"Westland District","Territorial Local Authority","flow","Monthly",57
2020-02-29,1.89906344822694,"Carterton District","Territorial Local Authority","flow","Monthly",49
2020-02-29,1.50964821894943,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2020-02-29,1.5406045458003,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2020-02-29,1.81287414523259,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2020-02-29,1.72311946787179,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2020-02-29,1.35635478213118,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2020-02-29,1.71958905093417,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2020-02-29,1.77560654942633,"Waimate District","Territorial Local Authority","flow","Monthly",66
2020-02-29,1.51618098910349,"Westland District","Territorial Local Authority","flow","Monthly",57
2020-03-31,1.94806147244942,"Carterton District","Territorial Local Authority","flow","Monthly",49
2020-03-31,1.50003937104329,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2020-03-31,1.62621773274519,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2020-03-31,1.80959841170168,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2020-03-31,1.73556721323812,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2020-03-31,1.35684308548149,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2020-03-31,1.71469112759335,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2020-03-31,1.74667234295427,"Waimate District","Territorial Local Authority","flow","Monthly",66
2020-03-31,1.52706633949907,"Westland District","Territorial Local Authority","flow","Monthly",57
2020-04-30,1.92840018701467,"Carterton District","Territorial Local Authority","flow","Monthly",49
2020-04-30,1.50617241665162,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2020-04-30,1.56693136735234,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2020-04-30,1.7270459745071,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2020-04-30,1.69629163325232,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2020-04-30,1.35288167212034,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2020-04-30,1.70565177636775,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2020-04-30,1.75808915049122,"Waimate District","Territorial Local Authority","flow","Monthly",66
2020-04-30,1.49949667695361,"Westland District","Territorial Local Authority","flow","Monthly",57
2020-05-31,1.90873890157992,"Carterton District","Territorial Local Authority","flow","Monthly",49
2020-05-31,1.51230546225995,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2020-05-31,1.5076450019595,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2020-05-31,1.64449353731252,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2020-05-31,1.65701605326653,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2020-05-31,1.34892025875919,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2020-05-31,1.69661242514214,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2020-05-31,1.76950595802816,"Waimate District","Territorial Local Authority","flow","Monthly",66
2020-05-31,1.47192701440815,"Westland District","Territorial Local Authority","flow","Monthly",57
2020-06-30,1.88907761614517,"Carterton District","Territorial Local Authority","flow","Monthly",49
2020-06-30,1.51843850786828,"Hurunui District","Territorial Local Authority","flow","Monthly",58
